0;0;
0,001;0,156434;
0,002;0,309017;
0,003;0,45399;
0,004;0,587785;
0,005;0,707107;
0,006;0,809017;
0,007;0,891007;
0,008;0,951057;
0,009;0,987688;
0,01;1;
0,011;0,987688;
0,012;0,951057;
0,013;0,891007;
0,014;0,809017;
0,015;0,707107;
0,016;0,587785;
0,017;0,45399;
0,018;0,309017;
0,019;0,156435;
0,02;7,02201e-08;
0,021;-0,156434;
0,022;-0,309017;
0,023;-0,453991;
0,024;-0,587785;
0,025;-0,707107;
0,026;-0,809017;
0,027;-0,891007;
0,028;-0,951057;
0,029;-0,987688;
0,03;-1;
0,031;-0,987688;
0,032;-0,951056;
0,033;-0,891007;
0,034;-0,809017;
0,035;-0,707107;
0,036;-0,587785;
0,037;-0,45399;
0,038;-0,309017;
0,039;-0,156434;
0,04;-1,4044e-07;
0,041;0,156435;
0,042;0,309017;
0,043;0,453991;
0,044;0,587785;
0,045;0,707107;
0,046;0,809017;
0,047;0,891006;
0,048;0,951057;
0,049;0,987688;
0,05;1;
0,051;0,987688;
0,052;0,951056;
0,053;0,891007;
0,054;0,809017;
0,055;0,707107;
0,056;0,587785;
0,057;0,45399;
0,058;0,309017;
0,059;0,156434;
0,06;2,1066e-07;
0,061;-0,156435;
0,062;-0,309017;
0,063;-0,453991;
0,064;-0,587786;
0,065;-0,707107;
0,066;-0,809017;
0,067;-0,891007;
0,068;-0,951057;
0,069;-0,987688;
0,07;-1;
0,071;-0,987688;
0,072;-0,951057;
0,073;-0,891007;
0,074;-0,809017;
0,075;-0,707106;
0,076;-0,587786;
0,077;-0,453991;
0,078;-0,309017;
0,079;-0,156434;
0,08;-2,8088e-07;
0,081;0,156435;
0,082;0,309017;
0,083;0,45399;
0,084;0,587785;
0,085;0,707107;
0,086;0,809017;
0,087;0,891006;
0,088;0,951056;
0,089;0,987688;
0,09;1;
0,091;0,987688;
0,092;0,951056;
0,093;0,891006;
0,094;0,809017;
0,095;0,707107;
0,096;0,587785;
0,097;0,45399;
0,098;0,309017;
0,099;0,156435;
0,1;-2,34067e-07;
0,101;-0,156435;
0,102;-0,309017;
0,103;-0,453991;
0,104;-0,587786;
0,105;-0,707106;
0,106;-0,809017;
0,107;-0,891007;
0,108;-0,951057;
0,109;-0,987688;
0,11;-1;
0,111;-0,987688;
0,112;-0,951056;
0,113;-0,891007;
0,114;-0,809017;
0,115;-0,707107;
0,116;-0,587786;
0,117;-0,453991;
0,118;-0,309017;
0,119;-0,156434;
0,12;-4,2132e-07;
0,121;0,156434;
0,122;0,309017;
0,123;0,453991;
0,124;0,587785;
0,125;0,707107;
0,126;0,809017;
0,127;0,891007;
0,128;0,951057;
0,129;0,987688;
0,13;1;
0,131;0,987688;
0,132;0,951057;
0,133;0,891006;
0,134;0,809017;
0,135;0,707106;
0,136;0,587784;
0,137;0,453991;
0,138;0,309018;
0,139;0,156435;
0,14;-9,36268e-08;
0,141;-0,156435;
0,142;-0,309018;
0,143;-0,453991;
0,144;-0,587784;
0,145;-0,707106;
0,146;-0,809017;
0,147;-0,891007;
0,148;-0,951057;
0,149;-0,987688;
0,15;-1;
0,151;-0,987688;
0,152;-0,951057;
0,153;-0,891007;
0,154;-0,809017;
0,155;-0,707107;
0,156;-0,587785;
0,157;-0,45399;
0,158;-0,309016;
0,159;-0,156435;
0,16;-5,61761e-07;
0,161;0,156434;
0,162;0,309017;
0,163;0,453991;
0,164;0,587786;
0,165;0,707107;
0,166;0,809016;
0,167;0,891006;
0,168;0,951056;
0,169;0,987688;
0,17;1;
0,171;0,987688;
0,172;0,951056;
0,173;0,891007;
0,174;0,809017;
0,175;0,707107;
0,176;0,587785;
0,177;0,45399;
0,178;0,309017;
0,179;0,156434;
0,18;-1,12352e-06;
0,181;-0,156434;
0,182;-0,309016;
