0;0;
0,001;0,357888;
0,002;0,677774;
0,003;0,92754;
0,004;1,08585;
0,005;1,14526;
0,006;1,11298;
0,007;1,00926;
0,008;0,863545;
0,009;0,709251;
0,01;0,577836;
0,011;0,493362;
0,012;0,468366;
0,013;0,501775;
0,014;0,579227;
0,015;0,675712;
0,016;0,760107;
0,017;0,800817;
0,018;0,771556;
0,019;0,656277;
0,02;0,452414;
0,021;0,171859;
0,022;-0,160496;
0,023;-0,510419;
0,024;-0,839597;
0,025;-1,11162;
0,026;-1,29765;
0,027;-1,38093;
0,028;-1,35923;
0,029;-1,24491;
0,03;-1,06267;
0,031;-0,845179;
0,032;-0,627528;
0,033;-0,441304;
0,034;-0,309372;
0,035;-0,242219;
0,036;-0,23646;
0,037;-0,275785;
0,038;-0,334139;
0,039;-0,380626;
0,04;-0,385257;
0,041;-0,324579;
0,042;-0,186214;
0,043;0,0284936;
0,044;0,304151;
0,045;0,613417;
0,046;0,921152;
0,047;1,18996;
0,048;1,38615;
0,049;1,48516;
0,05;1,47553;
0,051;1,36066;
0,052;1,15824;
0,053;0,89729;
0,054;0,61333;
0,055;0,342623;
0,056;0,11629;
0,057;-0,044589;
0,058;-0,132129;
0,059;-0,152495;
0,06;-0,124345;
0,061;-0,0751158;
0,062;-0,0358199;
0,063;-0,0352265;
0,064;-0,0944426;
0,065;-0,222815;
0,066;-0,415873;
0,067;-0,655655;
0,068;-0,913394;
0,069;-1,1541;
0,07;-1,34227;
0,071;-1,4478;
0,072;-1,45102;
0,073;-1,34606;
0,074;-1,14202;
0,075;-0,861614;
0,076;-0,537605;
0,077;-0,207627;
0,078;0,0917669;
0,079;0,33083;
0,08;0,491143;
0,081;0,568201;
0,082;0,571604;
0,083;0,522886;
0,084;0,451309;
0,085;0,388395;
0,086;0,362096;
0,087;0,391638;
0,088;0,483892;
0,089;0,631921;
0,09;0,815938;
0,091;1,00653;
0,092;1,16961;
0,093;1,27223;
0,094;1,28828;
0,095;1,20316;
0,096;1,01655;
0,097;0,742776;
0,098;0,408873;
0,099;0,0504311;
0,1;-0,293893;
0,101;-0,588397;
0,102;-0,805822;
0,103;-0,931423;
0,104;-0,964911;
0,105;-0,919997;
0,106;-0,821582;
0,107;-0,701117;
0,108;-0,590902;
0,109;-0,518322;
0,11;-0,500987;
0,111;-0,54362;
0,112;-0,637211;
0,113;-0,760585;
0,114;-0,88413;
0,115;-0,97502;
0,116;-1,00308;
0,117;-0,946273;
0,118;-0,794833;
0,119;-0,553429;
0,12;-0,240878;
0,121;0,112509;
0,122;0,469489;
0,123;0,791658;
0,124;1,04541;
0,125;1,20711;
0,126;1,26664;
0,127;1,22867;
0,128;1,11153;
0,129;0,943764;
0,13;0,759124;
0,131;0,590694;
0,132;0,465241;
0,133;0,398724;
0,134;0,393719;
0,135;0,439194;
0,136;0,512673;
0,137;0,584411;
0,138;0,622863;
0,139;0,600503;
0,14;0,499013;
0,141;0,312932;
0,142;0,0511362;
0,143;-0,264103;
0,144;-0,600348;
0,145;-0,919995;
0,146;-1,18614;
0,147;-1,36844;
0,148;-1,44786;
0,149;-1,41965;
0,15;-1,29389;
0,151;-1,09369;
0,152;-0,851203;
0,153;-0,602221;
0,154;-0,380254;
0,155;-0,211049;
0,156;-0,108524;
0,157;-0,0727692;
0,158;-0,0904594;
0,159;-0,137589;
0,16;-0,184062;
0,161;-0,199333;
0,162;-0,158147;
0,163;-0,0453776;
0,164;0,140866;
0,165;0,388397;
0,166;0,672539;
0,167;0,9599;
0,168;1,21364;
0,169;1,39945;
0,17;1,49114;
0,171;1,47495;
0,172;1,35184;
0,173;1,13737;
0,174;0,859199;
0,175;0,552599;
0,176;0,25478;
0,177;-0,00106275;
0,178;-0,190944;
0,179;-0,303682;
0,18;-0,342274;
0,181;-0,322844;
0,182;-0,271354;
0,183;-0,218639;
0,184;-0,194641;
0,185;-0,222815;
0,186;-0,315675;
0,187;-0,472244;
0,188;-0,677858;
0,189;-0,906369;
0,19;-1,12434;
0,191;-1,29662;
0,192;-1,3922;
0,193;-1,38959;
0,194;-1,28051;
0,195;-1,07159;
0,196;-0,783474;
0,197;-0,447709;
0,198;-0,10183;
0,199;0,216536;
0,2;0,475529;
0,201;0,653911;
0,202;0,744109;
0,203;0,752943;
0,204;0,699921;
0,205;0,613416;
0,206;0,525383;
0,207;0,465509;
0,208;0,455826;
0,209;0,506675;
0,21;0,614743;
0,211;0,763496;
0,212;0,925934;
0,213;1,06921;
0,214;1,16034;
0,215;1,17199;
0,216;1,08743;
0,217;0,903695;
0,218;0,632547;
0,219;0,298945;
0,22;-0,0626662;
0,221;-0,413655;
0,222;-0,717187;
0,223;-0,943919;
0,224;-1,07642;
0,225;-1,11162;
0,226;-1,06083;
0,227;-0,947435;
0,228;-0,802536;
0,229;-0,659395;
0,23;-0,547586;
0,231;-0,487846;
0,232;-0,488518;
0,233;-0,544179;
0,234;-0,636695;
0,235;-0,738502;
0,236;-0,817575;
0,237;-0,843222;
